Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","244,270,447.47","0.05","244,270,447.47","1,632,933.00","149.59","United States","NASDAQ","USD","1.00","USD","-"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","241,414,506.06","0.05","241,414,506.06","2,005,437.00","120.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","240,880,336.27","0.05","240,880,336.27","1,212,953.00","198.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","240,208,042.62","0.05","240,208,042.62","13,389,523.00","17.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","238,950,250.08","0.05","238,950,250.08","3,913,368.00","61.06","United States","NASDAQ","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","237,538,220.78","0.05","237,538,220.78","1,111,082.00","213.79","United States","NASDAQ","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","236,688,754.70","0.05","236,688,754.70","3,007,481.00","78.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","236,350,405.20","0.05","236,350,405.20","1,711,320.00","138.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","236,207,613.95","0.05","236,207,613.95","3,110,041.00","75.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","235,571,433.76","0.05","235,571,433.76","3,339,544.00","70.54","United States","NASDAQ","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","232,972,766.40","0.05","232,972,766.40","2,126,440.00","109.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","231,945,500.78","0.05","231,945,500.78","264,229.00","877.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","230,980,235.65","0.05","230,980,235.65","733,387.00","314.95","United States","NASDAQ","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","229,876,377.96","0.05","229,876,377.96","1,566,876.00","146.71","United States","NASDAQ","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","228,427,749.90","0.05","228,427,749.90","1,576,451.00","144.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","227,888,655.12","0.05","227,888,655.12","552,377.00","412.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","227,224,712.32","0.05","227,224,712.32","2,178,151.00","104.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","226,696,888.89","0.05","226,696,888.89","743,683.00","304.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","225,258,285.20","0.05","225,258,285.20","1,231,256.00","182.95","United States","NASDAQ","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","224,417,354.88","0.05","224,417,354.88","500,217.00","448.64","United States","NASDAQ","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","224,286,410.70","0.05","224,286,410.70","597,619.00","375.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","222,965,386.98","0.05","222,965,386.98","5,230,246.00","42.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","222,611,301.60","0.05","222,611,301.60","725,520.00","306.83","United States","NASDAQ","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","222,408,865.60","0.05","222,408,865.60","2,122,222.00","104.80","United States","NASDAQ","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","220,492,846.42","0.05","220,492,846.42","2,629,297.00","83.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","219,715,838.60","0.05","219,715,838.60","7,747,385.00","28.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","217,760,922.00","0.05","217,760,922.00","3,554,700.00","61.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","217,206,629.20","0.05","217,206,629.20","1,017,838.00","213.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","216,317,248.68","0.05","216,317,248.68","2,873,884.00","75.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","214,897,126.60","0.05","214,897,126.60","1,443,716.00","148.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","214,311,631.62","0.05","214,311,631.62","3,247,638.00","65.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","211,989,741.00","0.05","211,989,741.00","3,597,925.00","58.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPL","PPL CORP","Utilities","Equity","207,114,534.00","0.05","207,114,534.00","7,592,175.00","27.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","206,113,194.00","0.05","206,113,194.00","1,635,819.00","126.00","United States","NASDAQ","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","204,238,778.88","0.05","204,238,778.88","2,433,152.00","83.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","203,803,281.60","0.05","203,803,281.60","5,924,514.00","34.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","203,551,509.29","0.05","203,551,509.29","5,318,827.00","38.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","203,526,234.36","0.05","203,526,234.36","608,886.00","334.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","202,958,010.68","0.05","202,958,010.68","2,046,773.00","99.16","United States","NASDAQ","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","202,565,339.55","0.05","202,565,339.55","485,943.00","416.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","201,677,650.72","0.05","201,677,650.72","14,916,986.00","13.52","United States","NASDAQ","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","200,024,855.43","0.04","200,024,855.43","3,803,477.00","52.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","198,714,527.77","0.04","198,714,527.77","1,622,027.00","122.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","197,895,175.92","0.04","197,895,175.92","2,589,912.00","76.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","197,420,815.64","0.04","197,420,815.64","2,708,476.00","72.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","197,415,795.47","0.04","197,415,795.47","1,087,271.00","181.57","United States","Cboe BZX formerly known as BATS","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","195,823,954.31","0.04","195,823,954.31","2,258,899.00","86.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","194,942,889.46","0.04","194,942,889.46","1,229,846.00","158.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","194,466,178.12","0.04","194,466,178.12","1,616,779.00","120.28","United States","NASDAQ","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","193,026,085.54","0.04","193,026,085.54","1,294,261.00","149.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","192,902,428.72","0.04","192,902,428.72","22,855,738.00","8.44","United States","NASDAQ","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","192,808,961.00","0.04","192,808,961.00","2,018,942.00","95.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","191,139,233.40","0.04","191,139,233.40","2,259,329.00","84.60","United States","NASDAQ","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","190,906,506.50","0.04","190,906,506.50","9,516,775.00","20.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","189,942,637.36","0.04","189,942,637.36","2,039,324.00","93.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","188,718,306.30","0.04","188,718,306.30","1,100,655.00","171.46","United States","NASDAQ","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","187,335,890.85","0.04","187,335,890.85","1,278,307.00","146.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","186,846,656.64","0.04","186,846,656.64","2,417,788.00","77.28","United States","NASDAQ","USD","1.00","USD","-"
"LH","LABORATORY CORPORATION OF AMERICA","Health Care","Equity","184,739,473.12","0.04","184,739,473.12","874,672.00","211.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","184,438,098.90","0.04","184,438,098.90","778,910.00","236.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","182,893,495.62","0.04","182,893,495.62","2,112,666.00","86.57","United States","NASDAQ","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","182,691,194.60","0.04","182,691,194.60","6,501,466.00","28.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","182,296,349.14","0.04","182,296,349.14","1,416,334.00","128.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","Information Technology","Equity","182,140,707.64","0.04","182,140,707.64","2,006,839.00","90.76","United States","NASDAQ","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","180,807,988.71","0.04","180,807,988.71","2,087,611.00","86.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","180,431,297.13","0.04","180,431,297.13","1,553,701.00","116.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","180,111,115.80","0.04","180,111,115.80","829,470.00","217.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","179,936,765.71","0.04","179,936,765.71","433,823.00","414.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","179,735,860.11","0.04","179,735,860.11","3,032,493.00","59.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","178,507,458.32","0.04","178,507,458.32","1,313,714.00","135.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRO","MARATHON OIL CORP","Energy","Equity","177,693,618.52","0.04","177,693,618.52","6,027,599.00","29.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","176,809,147.92","0.04","176,809,147.92","4,144,612.00","42.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","176,041,267.70","0.04","176,041,267.70","1,346,911.00","130.70","United States","NASDAQ","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","175,402,118.48","0.04","175,402,118.48","2,948,926.00","59.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","173,955,764.30","0.04","173,955,764.30","1,497,682.00","116.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","173,530,709.66","0.04","173,530,709.66","359,381.00","482.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","173,345,569.04","0.04","173,345,569.04","2,263,588.00","76.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","172,825,818.04","0.04","172,825,818.04","1,650,046.00","104.74","United States","NASDAQ","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","172,595,038.23","0.04","172,595,038.23","4,190,217.00","41.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","171,935,405.62","0.04","171,935,405.62","916,207.00","187.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","171,884,152.88","0.04","171,884,152.88","6,145,304.00","27.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","170,039,461.02","0.04","170,039,461.02","392,438.00","433.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","169,720,747.56","0.04","169,720,747.56","907,452.00","187.03","United States","NASDAQ","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","169,651,633.02","0.04","169,651,633.02","447,087.00","379.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","169,598,017.18","0.04","169,598,017.18","1,967,951.00","86.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENPH","ENPHASE ENERGY INC","Information Technology","Equity","168,894,041.58","0.04","168,894,041.58","1,398,361.00","120.78","United States","NASDAQ","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","168,481,701.08","0.04","168,481,701.08","1,031,668.00","163.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","166,828,128.35","0.04","166,828,128.35","1,574,593.00","105.95","United States","NASDAQ","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","164,668,289.79","0.04","164,668,289.79","1,553,621.00","105.99","United States","NASDAQ","USD","1.00","USD","-"
"NRG","NRG ENERGY INC","Utilities","Equity","164,381,459.20","0.04","164,381,459.20","2,325,056.00","70.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","163,753,621.90","0.04","163,753,621.90","4,802,159.00","34.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","163,416,835.56","0.04","163,416,835.56","840,103.00","194.52","United States","NASDAQ","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","159,330,607.21","0.04","159,330,607.21","543,401.00","293.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","157,950,616.32","0.04","157,950,616.32","594,112.00","265.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","157,812,319.80","0.04","157,812,319.80","1,496,135.00","105.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","157,546,234.56","0.04","157,546,234.56","2,562,144.00","61.49","United States","NASDAQ","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","157,426,671.06","0.04","157,426,671.06","398,367.00","395.18","United States","NASDAQ","USD","1.00","USD","-"
"K","KELLANOVA","Consumer Staples","Equity","156,411,866.66","0.04","156,411,866.66","2,716,427.00","57.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","156,277,273.62","0.04","156,277,273.62","10,376,977.00","15.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","156,019,592.88","0.03","156,019,592.88","661,156.00","235.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBY","BEST BUY CO INC","Consumer Discretionary","Equity","155,977,916.00","0.03","155,977,916.00","1,974,404.00","79.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","155,737,710.08","0.03","155,737,710.08","4,236,608.00","36.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","155,035,896.80","0.03","155,035,896.80","529,205.00","292.96","United States","NASDAQ","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","152,431,776.97","0.03","152,431,776.97","1,201,859.00","126.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","151,297,855.60","0.03","151,297,855.60","558,707.00","270.80","United States","NASDAQ","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","150,856,101.28","0.03","150,856,101.28","4,923,502.00","30.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","150,333,430.00","0.03","150,333,430.00","1,143,220.00","131.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","149,899,152.02","0.03","149,899,152.02","1,578,883.00","94.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","149,632,582.33","0.03","149,632,582.33","1,461,113.00","102.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","146,405,495.68","0.03","146,405,495.68","1,208,764.00","121.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","146,009,693.80","0.03","146,009,693.80","3,378,290.00","43.22","United States","NASDAQ","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT INC","Real Estate","Equity","145,896,079.28","0.03","145,896,079.28","7,265,741.00","20.08","United States","NASDAQ","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","145,468,812.84","0.03","145,468,812.84","9,646,473.00","15.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","145,306,924.56","0.03","145,306,924.56","12,356,031.00","11.76","United States","NASDAQ","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","143,280,147.72","0.03","143,280,147.72","1,876,377.00","76.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","140,949,280.80","0.03","140,949,280.80","1,702,286.00","82.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","140,885,697.60","0.03","140,885,697.60","2,755,980.00","51.12","United States","NASDAQ","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","140,022,802.12","0.03","140,022,802.12","3,563,828.00","39.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBA","WALGREEN BOOTS ALLIANCE INC","Consumer Staples","Equity","139,922,666.78","0.03","139,922,666.78","7,372,111.00","18.98","United States","NASDAQ","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","136,506,793.29","0.03","136,506,793.29","14,886,237.00","9.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","133,643,535.09","0.03","133,643,535.09","7,290,973.00","18.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","132,461,026.34","0.03","132,461,026.34","528,449.00","250.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APA","APA CORP","Energy","Equity","131,635,275.66","0.03","131,635,275.66","3,715,362.00","35.43","United States","NASDAQ","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","131,211,610.41","0.03","131,211,610.41","1,626,523.00","80.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","129,855,169.71","0.03","129,855,169.71","1,093,149.00","118.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WRK","WESTROCK","Materials","Equity","129,263,851.20","0.03","129,263,851.20","2,646,680.00","48.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","129,213,113.76","0.03","129,213,113.76","1,270,782.00","101.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","129,128,231.61","0.03","129,128,231.61","2,628,297.00","49.13","United States","NASDAQ","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","129,082,554.74","0.03","129,082,554.74","2,814,709.00","45.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","128,871,837.36","0.03","128,871,837.36","2,891,448.00","44.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","128,494,670.70","0.03","128,494,670.70","1,907,015.00","67.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","127,619,231.40","0.03","127,619,231.40","6,861,249.00","18.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","127,176,215.95","0.03","127,176,215.95","5,772,865.00","22.03","United States","NASDAQ","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","127,107,137.13","0.03","127,107,137.13","750,293.00","169.41","United States","NASDAQ","USD","1.00","USD","-"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Communication","Equity","125,877,642.61","0.03","125,877,642.61","3,944,771.00","31.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AES","AES CORP","Utilities","Equity","125,113,267.02","0.03","125,113,267.02","6,897,093.00","18.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","124,649,730.24","0.03","124,649,730.24","2,366,168.00","52.68","United States","NASDAQ","USD","1.00","USD","-"
"JNPR","JUNIPER NETWORKS INC","Information Technology","Equity","122,581,872.64","0.03","122,581,872.64","3,315,712.00","36.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","121,235,680.71","0.03","121,235,680.71","1,487,007.00","81.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMN","EASTMAN CHEMICAL","Materials","Equity","120,424,682.78","0.03","120,424,682.78","1,208,234.00","99.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","118,448,893.04","0.03","118,448,893.04","904,052.00","131.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","117,445,641.50","0.03","117,445,641.50","719,422.00","163.25","United States","NASDAQ","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","116,771,390.32","0.03","116,771,390.32","407,992.00","286.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","115,688,256.97","0.03","115,688,256.97","4,257,941.00","27.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","114,158,000.96","0.03","114,158,000.96","605,677.00","188.48","United States","NASDAQ","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","113,417,004.12","0.03","113,417,004.12","3,116,708.00","36.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QRVO","QORVO INC","Information Technology","Equity","112,337,707.00","0.03","112,337,707.00","994,139.00","113.00","United States","NASDAQ","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","110,353,935.56","0.02","110,353,935.56","3,366,502.00","32.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AOS","A O SMITH CORP","Industrials","Equity","110,234,104.22","0.02","110,234,104.22","1,265,023.00","87.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","108,569,706.75","0.02","108,569,706.75","1,619,235.00","67.05","United States","NASDAQ","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","108,262,092.26","0.02","108,262,092.26","628,189.00","172.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTLT","CATALENT INC","Health Care","Equity","106,044,824.32","0.02","106,044,824.32","1,861,742.00","56.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","105,449,809.75","0.02","105,449,809.75","1,099,925.00","95.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","105,359,520.24","0.02","105,359,520.24","1,915,976.00","54.99","United States","NASDAQ","USD","1.00","USD","-"
"BBWI","BATH AND BODY WORKS INC","Consumer Discretionary","Equity","105,126,941.54","0.02","105,126,941.54","2,327,362.00","45.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","104,994,091.27","0.02","104,994,091.27","2,985,331.00","35.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","104,168,347.08","0.02","104,168,347.08","981,609.00","106.12","United States","NASDAQ","USD","1.00","USD","-"
"DAY","DAYFORCE INC","Industrials","Equity","103,254,816.80","0.02","103,254,816.80","1,608,080.00","64.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
