Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CNO","CNO FINANCIAL GROUP INC","Financials","Equity","4,635,012.80","0.02","4,635,012.80","171,160.00","27.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","4,613,877.90","0.02","4,613,877.90","14,730.00","313.23","United States","NASDAQ","USD","1.00","USD","-"
"DLB","DOLBY LABORATORIES INC CLASS A","Information Technology","Equity","4,582,167.98","0.02","4,582,167.98","55,094.00","83.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING LTD","Financials","Equity","4,563,899.65","0.02","4,563,899.65","20,465.00","223.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UMBF","UMB FINANCIAL CORP","Financials","Equity","4,514,253.12","0.02","4,514,253.12","53,588.00","84.24","United States","NASDAQ","USD","1.00","USD","-"
"SFBS","SERVISFIRST BANCSHARES INC","Financials","Equity","4,400,033.57","0.02","4,400,033.57","68,207.00","64.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","Consumer Discretionary","Equity","4,392,052.50","0.02","4,392,052.50","28,725.00","152.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NYT","NEW YORK TIMES CLASS A","Communication","Equity","4,373,604.68","0.02","4,373,604.68","101,194.00","43.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLGN","SILGAN HOLDINGS INC","Materials","Equity","4,139,152.50","0.02","4,139,152.50","85,750.00","48.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Industrials","Equity","4,137,563.43","0.02","4,137,563.43","21,021.00","196.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CADE","CADENCE BANK","Financials","Equity","4,104,167.00","0.02","4,104,167.00","145,900.00","28.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABM","ABM INDUSTRIES INC","Industrials","Equity","4,043,137.13","0.02","4,043,137.13","91,453.00","44.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BOKF","BOK FINANCIAL CORP","Financials","Equity","4,041,512.16","0.02","4,041,512.16","44,344.00","91.14","United States","NASDAQ","USD","1.00","USD","-"
"SHOO","STEVEN MADDEN LTD","Consumer Discretionary","Equity","4,041,639.32","0.02","4,041,639.32","99,157.00","40.76","United States","NASDAQ","USD","1.00","USD","-"
"HI","HILLENBRAND INC","Industrials","Equity","4,007,641.56","0.01","4,007,641.56","81,822.00","48.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CWT","CALIFORNIA WATER SERVICE GROUP","Utilities","Equity","4,005,580.73","0.01","4,005,580.73","86,123.00","46.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTEK","TETRA TECH INC","Industrials","Equity","3,982,423.50","0.01","3,982,423.50","20,581.00","193.50","United States","NASDAQ","USD","1.00","USD","-"
"AWR","AMERICAN STATES WATER","Utilities","Equity","3,978,638.43","0.01","3,978,638.43","56,571.00","70.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","3,937,577.40","0.01","3,937,577.40","10,030.00","392.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGEE","MGE ENERGY INC","Utilities","Equity","3,893,758.88","0.01","3,893,758.88","49,232.00","79.09","United States","NASDAQ","USD","1.00","USD","-"
"OLED","UNIVERSAL DISPLAY CORP","Information Technology","Equity","3,890,990.88","0.01","3,890,990.88","23,688.00","164.26","United States","NASDAQ","USD","1.00","USD","-"
"FCFS","FIRSTCASH HOLDINGS INC","Financials","Equity","3,860,539.65","0.01","3,860,539.65","30,705.00","125.73","United States","NASDAQ","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","3,847,616.46","0.01","3,847,616.46","14,671.00","262.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LFUS","LITTELFUSE INC","Information Technology","Equity","3,832,038.78","0.01","3,832,038.78","16,274.00","235.47","United States","NASDAQ","USD","1.00","USD","-"
"AGO","ASSURED GUARANTY LTD","Financials","Equity","3,691,018.50","0.01","3,691,018.50","44,225.00","83.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC","Consumer Discretionary","Equity","3,641,250.85","0.01","3,641,250.85","13,045.00","279.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEX","TEREX CORP","Industrials","Equity","3,509,545.00","0.01","3,509,545.00","53,993.00","65.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UBFUT","CASH COLLATERAL USD UBFUT","Cash and/or Derivatives","Cash Collateral and Margins","3,504,000.00","0.01","3,504,000.00","3,504,000.00","100.00","United States","-","USD","1.00","USD","Oct 01, 2015"
"SIRI","SIRIUS XM HOLDINGS INC","Communication","Equity","3,431,098.84","0.01","3,431,098.84","1,015,118.00","3.38","United States","NASDAQ","USD","1.00","USD","-"
"INDB","INDEPENDENT BANK CORP","Financials","Equity","3,368,502.72","0.01","3,368,502.72","67,804.00","49.68","United States","NASDAQ","USD","1.00","USD","-"
"MATX","MATSON INC","Industrials","Equity","3,330,477.81","0.01","3,330,477.81","29,403.00","113.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CGNX","COGNEX CORP","Information Technology","Equity","3,314,462.40","0.01","3,314,462.40","80,880.00","40.98","United States","NASDAQ","USD","1.00","USD","-"
"MGRC","MCGRATH RENT","Industrials","Equity","3,282,214.85","0.01","3,282,214.85","27,227.00","120.55","United States","NASDAQ","USD","1.00","USD","-"
"RUSHA","RUSH ENTERPRISES INC CLASS A","Industrials","Equity","3,183,919.96","0.01","3,183,919.96","60,623.00","52.52","United States","NASDAQ","USD","1.00","USD","-"
"WDFC","WD-40","Consumer Staples","Equity","3,157,316.67","0.01","3,157,316.67","12,189.00","259.03","United States","NASDAQ","USD","1.00","USD","-"
"AWI","ARMSTRONG WORLD INDUSTRIES INC","Industrials","Equity","3,130,814.68","0.01","3,130,814.68","25,802.00","121.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CABO","CABLE ONE INC","Communication","Equity","3,118,277.98","0.01","3,118,277.98","7,778.00","400.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPO","EXPONENT INC","Industrials","Equity","3,104,083.20","0.01","3,104,083.20","38,608.00","80.40","United States","NASDAQ","USD","1.00","USD","-"
"RLI","RLI CORP","Financials","Equity","3,036,467.24","0.01","3,036,467.24","21,163.00","143.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","2,990,586.69","0.01","2,990,586.69","16,107.00","185.67","United States","NASDAQ","USD","1.00","USD","-"
"WOR","WORTHINGTON ENTERPRISES INC","Consumer Discretionary","Equity","2,946,771.82","0.01","2,946,771.82","48,142.00","61.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IPAR","INTER PARFUMS INC","Consumer Staples","Equity","2,905,876.60","0.01","2,905,876.60","21,956.00","132.35","United States","NASDAQ","USD","1.00","USD","-"
"FUL","HB FULLER","Materials","Equity","2,871,942.30","0.01","2,871,942.30","36,735.00","78.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MORN","MORNINGSTAR INC","Financials","Equity","2,761,152.24","0.01","2,761,152.24","8,789.00","314.16","United States","NASDAQ","USD","1.00","USD","-"
"JJSF","J AND J SNACK FOODS CORP","Consumer Staples","Equity","2,728,755.00","0.01","2,728,755.00","19,575.00","139.40","United States","NASDAQ","USD","1.00","USD","-"
"POWI","POWER INTEGRATIONS INC","Information Technology","Equity","2,728,888.68","0.01","2,728,888.68","39,242.00","69.54","United States","NASDAQ","USD","1.00","USD","-"
"BRC","BRADY NONVOTING CORP CLASS A","Industrials","Equity","2,723,778.68","0.01","2,723,778.68","45,724.00","59.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BCC","BOISE CASCADE","Industrials","Equity","2,650,757.70","0.01","2,650,757.70","17,390.00","152.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSD","SIMPSON MANUFACTURING INC","Industrials","Equity","2,638,874.40","0.01","2,638,874.40","13,712.00","192.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","Industrials","Equity","2,614,394.30","0.01","2,614,394.30","12,682.00","206.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IOSP","INNOSPEC INC","Materials","Equity","2,611,474.35","0.01","2,611,474.35","21,001.00","124.35","United States","NASDAQ","USD","1.00","USD","-"
"FELE","FRANKLIN ELECTRIC INC","Industrials","Equity","2,607,375.28","0.01","2,607,375.28","25,334.00","102.92","United States","NASDAQ","USD","1.00","USD","-"
"COLM","COLUMBIA SPORTSWEAR","Consumer Discretionary","Equity","2,601,350.04","0.01","2,601,350.04","34,058.00","76.38","United States","NASDAQ","USD","1.00","USD","-"
"WMS","ADVANCED DRAINAGE SYSTEMS INC","Industrials","Equity","2,560,064.64","0.01","2,560,064.64","15,008.00","170.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CW","CURTISS WRIGHT CORP","Industrials","Equity","2,433,071.24","0.01","2,433,071.24","9,397.00","258.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFA","BROWN FORMAN CORP CLASS A","Consumer Staples","Equity","2,395,103.04","0.01","2,395,103.04","45,936.00","52.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","2,328,999.90","0.01","2,328,999.90","7,230.00","322.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WHD","CACTUS INC CLASS A","Energy","Equity","2,309,864.60","0.01","2,309,864.60","44,939.00","51.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BANF","BANCFIRST CORP","Financials","Equity","2,164,767.76","0.01","2,164,767.76","25,313.00","85.52","United States","NASDAQ","USD","1.00","USD","-"
"BMI","BADGER METER INC","Information Technology","Equity","2,017,766.52","0.01","2,017,766.52","12,782.00","157.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WERN","WERNER ENTERPRISES INC","Industrials","Equity","2,016,065.61","0.01","2,016,065.61","52,929.00","38.09","United States","NASDAQ","USD","1.00","USD","-"
"AAON","AAON INC","Industrials","Equity","2,012,430.96","0.01","2,012,430.96","21,667.00","92.88","United States","NASDAQ","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","1,989,627.64","0.01","1,989,627.64","21,164.00","94.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","Consumer Discretionary","Equity","1,985,217.55","0.01","1,985,217.55","2,623.00","756.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHDN","CHURCHILL DOWNS INC","Consumer Discretionary","Equity","1,925,656.42","0.01","1,925,656.42","15,866.00","121.37","United States","NASDAQ","USD","1.00","USD","-"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Industrials","Equity","1,911,738.56","0.01","1,911,738.56","21,548.00","88.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GOLF","ACUSHNET HOLDINGS CORP","Consumer Discretionary","Equity","1,791,741.52","0.01","1,791,741.52","28,031.00","63.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHE","CHEMED CORP","Health Care","Equity","1,758,359.98","0.01","1,758,359.98","2,822.00","623.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BCPC","BALCHEM CORP","Materials","Equity","1,734,472.08","0.01","1,734,472.08","11,352.00","152.79","United States","NASDAQ","USD","1.00","USD","-"
"GPI","GROUP AUTOMOTIVE INC","Consumer Discretionary","Equity","1,629,765.36","0.01","1,629,765.36","5,849.00","278.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KWR","QUAKER CHEMICAL CORP","Materials","Equity","1,602,261.00","0.01","1,602,261.00","8,154.00","196.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NNI","NELNET INC CLASS A","Financials","Equity","1,531,704.24","0.01","1,531,704.24","16,236.00","94.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WING","WINGSTOP INC","Consumer Discretionary","Equity","1,529,940.52","0.01","1,529,940.52","4,211.00","363.32","United States","NASDAQ","USD","1.00","USD","-"
"WSFS","WSFS FINANCIAL CORP","Financials","Equity","1,371,317.52","0.01","1,371,317.52","31,138.00","44.04","United States","NASDAQ","USD","1.00","USD","-"
"KNSL","KINSALE CAPITAL GROUP INC","Financials","Equity","1,207,918.41","0.00","1,207,918.41","2,631.00","459.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSWI","CSW INDUSTRIALS INC","Industrials","Equity","1,144,231.55","0.00","1,144,231.55","4,829.00","236.95","United States","NASDAQ","USD","1.00","USD","-"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","1,131,192.55","0.00","1,131,192.55","7,391.00","153.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KAI","KADANT INC","Industrials","Equity","1,073,568.60","0.00","1,073,568.60","3,510.00","305.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENSG","ENSIGN GROUP INC","Health Care","Equity","1,051,956.48","0.00","1,051,956.48","8,837.00","119.04","United States","NASDAQ","USD","1.00","USD","-"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Industrials","Equity","891,246.24","0.00","891,246.24","39,366.00","22.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","712,449.48","0.00","712,449.48","3,786.00","188.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RUSHB","RUSH ENTERPRISES INC CLASS B","Industrials","Equity","504,131.83","0.00","504,131.83","9,883.00","51.01","United States","NASDAQ","USD","1.00","USD","-"
"DDS","DILLARDS INC CLASS A","Consumer Discretionary","Equity","387,701.60","0.00","387,701.60","880.00","440.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESM4","S&P500 EMINI JUN 24","Cash and/or Derivatives","Futures","0.00","0.00","77,222,775.00","294.00","5,253.25","-","Index And Options Market","USD","1.00","USD","-"
