Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","23,451,673.77","0.09","23,451,673.77","114,471.00","204.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RJF","RAYMOND JAMES INC","Financials","Equity","23,037,087.78","0.09","23,037,087.78","177,222.00","129.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XYL","XYLEM INC","Industrials","Equity","22,266,825.00","0.08","22,266,825.00","174,300.00","127.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","21,995,070.72","0.08","21,995,070.72","21,676.00","1,014.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","21,933,508.92","0.08","21,933,508.92","294,726.00","74.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","21,674,902.22","0.08","21,674,902.22","85,247.00","254.26","United States","NASDAQ","USD","1.00","USD","-"
"OVV","OVINTIV INC","Energy","Equity","21,625,743.15","0.08","21,625,743.15","390,709.00","55.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","21,280,500.54","0.08","21,280,500.54","79,586.00","267.39","United States","NASDAQ","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","21,192,957.76","0.08","21,192,957.76","603,616.00","35.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","20,915,574.54","0.08","20,915,574.54","39,298.00","532.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","20,819,502.48","0.08","20,819,502.48","86,618.00","240.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","20,731,757.04","0.08","20,731,757.04","159,426.00","130.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","20,269,744.84","0.08","20,269,744.84","558,703.00","36.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","19,897,846.56","0.07","19,897,846.56","120,798.00","164.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","19,896,421.24","0.07","19,896,421.24","526,082.00","37.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","19,587,910.67","0.07","19,587,910.67","51,397.00","381.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EWBC","EAST WEST BANCORP INC","Financials","Equity","19,470,643.92","0.07","19,470,643.92","254,718.00","76.44","United States","NASDAQ","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","19,236,024.25","0.07","19,236,024.25","130,105.00","147.85","United States","NASDAQ","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","18,914,182.14","0.07","18,914,182.14","34,818.00","543.23","United States","NASDAQ","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","18,645,815.52","0.07","18,645,815.52","105,894.00","176.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RMD","RESMED INC","Health Care","Equity","18,249,145.44","0.07","18,249,145.44","97,194.00","187.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","18,126,449.25","0.07","18,126,449.25","340,275.00","53.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","18,026,313.42","0.07","18,026,313.42","250,157.00","72.06","United States","NASDAQ","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","17,930,440.30","0.07","17,930,440.30","298,145.00","60.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","17,834,112.00","0.07","17,834,112.00","57,856.00","308.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","17,608,312.02","0.07","17,608,312.02","173,498.00","101.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","17,153,194.08","0.06","17,153,194.08","526,818.00","32.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","17,107,819.96","0.06","17,107,819.96","118,426.00","144.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Financials","Equity","17,033,931.75","0.06","17,033,931.75","553,949.00","30.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","16,899,966.30","0.06","16,899,966.30","81,426.00","207.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","16,804,018.40","0.06","16,804,018.40","77,012.00","218.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","16,670,027.84","0.06","16,670,027.84","216,157.00","77.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","16,342,739.40","0.06","16,342,739.40","39,310.00","415.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZION","ZIONS BANCORPORATION","Financials","Equity","16,026,672.00","0.06","16,026,672.00","372,800.00","42.99","United States","NASDAQ","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","15,748,213.36","0.06","15,748,213.36","106,898.00","147.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OC","OWENS CORNING","Industrials","Equity","15,349,968.69","0.06","15,349,968.69","89,593.00","171.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","15,254,892.48","0.06","15,254,892.48","45,256.00","337.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","15,034,540.80","0.06","15,034,540.80","296,832.00","50.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","14,673,697.52","0.05","14,673,697.52","81,106.00","180.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA INC","Financials","Equity","14,589,340.92","0.05","14,589,340.92","74,844.00","194.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Equity","14,446,049.10","0.05","14,446,049.10","238,305.00","60.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","14,325,390.38","0.05","14,325,390.38","86,386.00","165.83","United States","NASDAQ","USD","1.00","USD","-"
"CFR","CULLEN FROST BANKERS INC","Financials","Equity","14,316,383.40","0.05","14,316,383.40","127,597.00","112.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","14,147,892.88","0.05","14,147,892.88","52,454.00","269.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","13,954,391.10","0.05","13,954,391.10","123,381.00","113.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","13,354,258.53","0.05","13,354,258.53","176,667.00","75.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PB","PROSPERITY BANCSHARES INC","Financials","Equity","13,326,303.06","0.05","13,326,303.06","207,381.00","64.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Equity","13,288,150.30","0.05","13,288,150.30","99,574.00","133.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","13,104,471.90","0.05","13,104,471.90","99,510.00","131.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","13,069,165.90","0.05","13,069,165.90","208,606.00","62.65","United States","NASDAQ","USD","1.00","USD","-"
"SON","SONOCO PRODUCTS","Materials","Equity","12,743,447.22","0.05","12,743,447.22","221,202.00","57.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","12,722,758.80","0.05","12,722,758.80","44,535.00","285.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JEF","JEFFERIES FINANCIAL GROUP INC","Financials","Equity","12,629,800.75","0.05","12,629,800.75","284,135.00","44.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POR","PORTLAND GENERAL ELECTRIC","Utilities","Equity","12,533,244.36","0.05","12,533,244.36","300,846.00","41.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INGR","INGREDION INC","Consumer Staples","Equity","12,492,661.57","0.05","12,492,661.57","110,291.00","113.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","12,365,090.28","0.05","12,365,090.28","104,532.00","118.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","12,099,785.00","0.05","12,099,785.00","56,900.00","212.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSK","VERISK ANALYTICS INC","Industrials","Equity","12,035,266.32","0.04","12,035,266.32","53,164.00","226.38","United States","NASDAQ","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","11,982,262.60","0.04","11,982,262.60","23,870.00","501.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","11,911,772.07","0.04","11,911,772.07","49,863.00","238.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","11,874,330.65","0.04","11,874,330.65","19,105.00","621.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRB","H&R BLOCK INC","Consumer Discretionary","Equity","11,750,139.76","0.04","11,750,139.76","246,748.00","47.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NFG","NATIONAL FUEL GAS","Utilities","Equity","11,697,323.40","0.04","11,697,323.40","219,051.00","53.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","11,669,368.50","0.04","11,669,368.50","29,137.00","400.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","11,280,997.65","0.04","11,280,997.65","98,053.00","115.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IDA","IDACORP INC","Utilities","Equity","11,249,989.99","0.04","11,249,989.99","120,721.00","93.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLO","FLOWERS FOODS INC","Consumer Staples","Equity","11,212,809.30","0.04","11,212,809.30","485,403.00","23.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VOYA","VOYA FINANCIAL INC","Financials","Equity","11,044,296.20","0.04","11,044,296.20","155,444.00","71.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GGG","GRACO INC","Industrials","Equity","10,934,651.08","0.04","10,934,651.08","118,366.00","92.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SF","STIFEL FINANCIAL CORP","Financials","Equity","10,878,313.68","0.04","10,878,313.68","139,932.00","77.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BPOP","POPULAR INC","Financials","Equity","10,797,200.50","0.04","10,797,200.50","125,695.00","85.90","United States","NASDAQ","USD","1.00","USD","-"
"OZK","BANK OZK","Financials","Equity","10,620,741.05","0.04","10,620,741.05","236,279.00","44.95","United States","NASDAQ","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","10,621,097.48","0.04","10,621,097.48","15,589.00","681.32","United States","NASDAQ","USD","1.00","USD","-"
"PRGO","PERRIGO PLC","Health Care","Equity","10,609,611.75","0.04","10,609,611.75","334,161.00","31.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NJR","NEW JERSEY RESOURCES CORP","Utilities","Equity","10,502,566.92","0.04","10,502,566.92","244,644.00","42.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","10,368,660.12","0.04","10,368,660.12","78,042.00","132.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","10,289,405.07","0.04","10,289,405.07","25,929.00","396.83","United States","NASDAQ","USD","1.00","USD","-"
"SCI","SERVICE","Consumer Discretionary","Equity","10,271,460.40","0.04","10,271,460.40","141,871.00","72.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AOS","A O SMITH CORP","Industrials","Equity","10,228,802.61","0.04","10,228,802.61","117,613.00","86.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","10,209,631.25","0.04","10,209,631.25","56,329.00","181.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","10,150,823.64","0.04","10,150,823.64","121,844.00","83.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","10,044,524.60","0.04","10,044,524.60","129,107.00","77.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SR","SPIRE INC","Utilities","Equity","9,999,481.88","0.04","9,999,481.88","166,547.00","60.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Industrials","Equity","9,984,623.46","0.04","9,984,623.46","40,499.00","246.54","United States","NASDAQ","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","9,948,149.75","0.04","9,948,149.75","44,275.00","224.69","United States","NASDAQ","USD","1.00","USD","-"
"WAL","WESTERN ALLIANCE","Financials","Equity","9,871,645.72","0.04","9,871,645.72","161,012.00","61.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","9,645,493.83","0.04","9,645,493.83","56,219.00","171.57","United States","NASDAQ","USD","1.00","USD","-"
"SSB","SOUTHSTATE CORP","Financials","Equity","9,591,862.50","0.04","9,591,862.50","116,265.00","82.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GBCI","GLACIER BANCORP INC","Financials","Equity","9,494,062.50","0.04","9,494,062.50","243,750.00","38.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAN","MANPOWER INC","Industrials","Equity","9,324,310.59","0.03","9,324,310.59","123,681.00","75.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSM","MSC INDUSTRIAL INC CLASS A","Industrials","Equity","9,288,284.24","0.03","9,288,284.24","98,372.00","94.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXRH","TEXAS ROADHOUSE INC","Consumer Discretionary","Equity","9,246,897.92","0.03","9,246,897.92","61,568.00","150.19","United States","NASDAQ","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","9,218,196.16","0.03","9,218,196.16","19,016.00","484.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PII","POLARIS INC","Consumer Discretionary","Equity","9,163,626.21","0.03","9,163,626.21","93,957.00","97.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXS","AXIS CAPITAL HOLDINGS LTD","Financials","Equity","9,075,151.15","0.03","9,075,151.15","138,785.00","65.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","9,073,524.43","0.03","9,073,524.43","20,609.00","440.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","9,001,160.00","0.03","9,001,160.00","33,184.00","271.25","United States","NASDAQ","USD","1.00","USD","-"
"HOMB","HOME BANCSHARES INC","Financials","Equity","8,997,096.00","0.03","8,997,096.00","374,879.00","24.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","8,984,918.80","0.03","8,984,918.80","61,490.00","146.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OGS","ONE GAS INC","Utilities","Equity","8,970,540.54","0.03","8,970,540.54","140,538.00","63.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVT","NVENT ELECTRIC PLC","Industrials","Equity","8,969,540.37","0.03","8,969,540.37","114,891.00","78.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBSH","COMMERCE BANCSHARES INC","Financials","Equity","8,870,526.00","0.03","8,870,526.00","164,269.00","54.00","United States","NASDAQ","USD","1.00","USD","-"
"R","RYDER SYSTEM INC","Industrials","Equity","8,756,224.82","0.03","8,756,224.82","72,926.00","120.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNM","PNM RESOURCES INC","Utilities","Equity","8,510,849.55","0.03","8,510,849.55","227,259.00","37.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","8,443,370.88","0.03","8,443,370.88","43,326.00","194.88","United States","NASDAQ","USD","1.00","USD","-"
"MTG","MGIC INVESTMENT CORP","Financials","Equity","8,371,459.20","0.03","8,371,459.20","402,474.00","20.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTC","TORO","Industrials","Equity","8,349,305.58","0.03","8,349,305.58","95,958.00","87.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","8,228,852.96","0.03","8,228,852.96","62,039.00","132.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FBIN","FORTUNE BRANDS INNOVATIONS INC","Industrials","Equity","7,981,254.96","0.03","7,981,254.96","98,364.00","81.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OSK","OSHKOSH CORP","Industrials","Equity","7,979,055.12","0.03","7,979,055.12","62,847.00","126.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Equity","7,887,513.12","0.03","7,887,513.12","19,794.00","398.48","United States","NASDAQ","USD","1.00","USD","-"
"DCI","DONALDSON INC","Industrials","Equity","7,799,725.44","0.03","7,799,725.44","104,163.00","74.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THG","HANOVER INSURANCE GROUP INC","Financials","Equity","7,772,231.80","0.03","7,772,231.80","58,372.00","133.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","7,733,524.40","0.03","7,733,524.40","90,440.00","85.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BC","BRUNSWICK CORP","Consumer Discretionary","Equity","7,689,846.56","0.03","7,689,846.56","82,456.00","93.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","7,672,192.64","0.03","7,672,192.64","34,202.00","224.32","United States","NASDAQ","USD","1.00","USD","-"
"ESNT","ESSENT GROUP LTD","Financials","Equity","7,594,928.90","0.03","7,594,928.90","133,690.00","56.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGLD","ROYAL GOLD INC","Materials","Equity","7,386,037.00","0.03","7,386,037.00","60,245.00","122.60","United States","NASDAQ","USD","1.00","USD","-"
"WTFC","WINTRUST FINANCIAL CORP","Financials","Equity","7,142,897.60","0.03","7,142,897.60","70,415.00","101.44","United States","NASDAQ","USD","1.00","USD","-"
"MDU","MDU RESOURCES GROUP INC","Industrials","Equity","7,139,431.10","0.03","7,139,431.10","283,874.00","25.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIN","FIRST FINANCIAL BANKSHARES INC","Financials","Equity","6,975,015.97","0.03","6,975,015.97","220,519.00","31.63","United States","NASDAQ","USD","1.00","USD","-"
"AVT","AVNET INC","Information Technology","Equity","6,938,860.59","0.03","6,938,860.59","142,511.00","48.69","United States","NASDAQ","USD","1.00","USD","-"
"XRAY","DENTSPLY SIRONA INC","Health Care","Equity","6,933,534.40","0.03","6,933,534.40","215,060.00","32.24","United States","NASDAQ","USD","1.00","USD","-"
"EVR","EVERCORE INC CLASS A","Financials","Equity","6,908,358.37","0.03","6,908,358.37","35,317.00","195.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNTX","GENTEX CORP","Consumer Discretionary","Equity","6,907,949.80","0.03","6,907,949.80","192,422.00","35.90","United States","NASDAQ","USD","1.00","USD","-"
"KTB","KONTOOR BRANDS INC","Consumer Discretionary","Equity","6,735,869.14","0.03","6,735,869.14","119,834.00","56.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRI","PRIMERICA INC","Financials","Equity","6,681,146.14","0.02","6,681,146.14","26,731.00","249.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATR","APTARGROUP INC","Materials","Equity","6,675,068.06","0.02","6,675,068.06","47,506.00","140.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEIC","SEI INVESTMENTS","Financials","Equity","6,670,553.34","0.02","6,670,553.34","94,457.00","70.62","United States","NASDAQ","USD","1.00","USD","-"
"LCII","LCI INDUSTRIES","Consumer Discretionary","Equity","6,654,461.44","0.02","6,654,461.44","56,432.00","117.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVNT","AVIENT CORP","Materials","Equity","6,545,188.11","0.02","6,545,188.11","153,319.00","42.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AL","AIR LEASE CORP CLASS A","Industrials","Equity","6,532,142.40","0.02","6,532,142.40","129,606.00","50.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THO","THOR INDUSTRIES INC","Consumer Discretionary","Equity","6,386,254.68","0.02","6,386,254.68","56,797.00","112.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRI","CARTERS INC","Consumer Discretionary","Equity","6,295,404.96","0.02","6,295,404.96","81,801.00","76.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITT","ITT INC","Industrials","Equity","6,272,022.90","0.02","6,272,022.90","47,190.00","132.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TKR","TIMKEN","Industrials","Equity","6,201,422.01","0.02","6,201,422.01","70,287.00","88.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBT","CABOT CORP","Materials","Equity","6,115,411.25","0.02","6,115,411.25","64,885.00","94.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UCBI","UNITED COMMUNITY BANKS INC","Financials","Equity","6,112,313.09","0.02","6,112,313.09","238,669.00","25.61","United States","NASDAQ","USD","1.00","USD","-"
"RRX","REGAL REXNORD CORP","Industrials","Equity","6,092,355.60","0.02","6,092,355.60","35,220.00","172.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","5,940,033.84","0.02","5,940,033.84","10,257.00","579.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FBP","FIRST BANCORP","Financials","Equity","5,897,447.76","0.02","5,897,447.76","340,696.00","17.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","5,875,941.76","0.02","5,875,941.76","67,664.00","86.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNX","TD SYNNEX CORP","Information Technology","Equity","5,838,049.44","0.02","5,838,049.44","49,932.00","116.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CATY","CATHAY GENERAL BANCORP","Financials","Equity","5,638,946.18","0.02","5,638,946.18","153,149.00","36.82","United States","NASDAQ","USD","1.00","USD","-"
"SIGI","SELECTIVE INSURANCE GROUP INC","Financials","Equity","5,615,543.70","0.02","5,615,543.70","53,329.00","105.30","United States","NASDAQ","USD","1.00","USD","-"
"WD","WALKER & DUNLOP INC","Financials","Equity","5,589,270.20","0.02","5,589,270.20","57,562.00","97.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASH","ASHLAND INC","Materials","Equity","5,542,045.39","0.02","5,542,045.39","57,953.00","95.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UFPI","UFP INDUSTRIES INC","Industrials","Equity","5,410,884.60","0.02","5,410,884.60","45,420.00","119.13","United States","NASDAQ","USD","1.00","USD","-"
"GATX","GATX CORP","Industrials","Equity","5,244,332.26","0.02","5,244,332.26","39,437.00","132.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSP","INSPERITY INC","Industrials","Equity","5,223,016.44","0.02","5,223,016.44","48,442.00","107.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WLK","WESTLAKE CORP","Materials","Equity","5,211,833.25","0.02","5,211,833.25","32,955.00","158.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OTTR","OTTER TAIL CORP","Utilities","Equity","5,057,608.86","0.02","5,057,608.86","57,874.00","87.39","United States","NASDAQ","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","5,040,739.34","0.02","5,040,739.34","50,554.00","99.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGCO","AGCO CORP","Industrials","Equity","5,035,711.84","0.02","5,035,711.84","41,494.00","121.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","4,959,913.65","0.02","4,959,913.65","45,989.00","107.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"G","GENPACT LTD","Industrials","Equity","4,874,473.98","0.02","4,874,473.98","153,189.00","31.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LPX","LOUISIANA PACIFIC CORP","Materials","Equity","4,869,736.06","0.02","4,869,736.06","61,783.00","78.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LANC","LANCASTER COLONY CORP","Consumer Staples","Equity","4,858,995.48","0.02","4,858,995.48","23,956.00","202.83","United States","NASDAQ","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","4,784,568.84","0.02","4,784,568.84","24,692.00","193.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLNE","HAMILTON LANE INC CLASS A","Financials","Equity","4,769,205.66","0.02","4,769,205.66","40,962.00","116.43","United States","NASDAQ","USD","1.00","USD","-"
"CBU","COMMUNITY BANK SYSTEM INC","Financials","Equity","4,687,441.92","0.02","4,687,441.92","101,724.00","46.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
